num_kids|customer_id|credit_score|country|gender|age|tenure|balance|products_number|credit_card|active_member|estimated_salary|churn
-|15658577|629|France|Female|37|10|99546.25|3|0|1|25136.95|1
-|15606887|775|France|Female|30|5|0.0|1|1|0|193880.6|1
-|15783026|701|France|Female|41|2|0.0|1|1|0|47856.78|0
-|15579892|708|Spain|Male|19|7|112615.86|1|1|1|4491.77|0
-|15802088|521|Spain|Female|22|10|0.0|1|1|1|101311.95|0
-|15589323|636|France|Female|24|9|0.0|2|0|1|38830.72|0
-|15636395|529|France|Female|31|5|0.0|2|1|0|26817.23|0
-|15712772|757|France|Male|28|3|75381.15|1|1|1|199727.72|0
-|15700937|767|Spain|Female|24|5|0.0|2|1|1|67445.85|0
-|15766659|525|Spain|Male|33|5|0.0|2|1|0|161002.29|0
-|15814033|759|Spain|Male|38|1|0.0|2|1|0|20778.39|0
-|15783007|520|Germany|Female|45|1|123086.39|1|1|1|41042.4|1
-|15654183|738|France|Female|26|3|0.0|2|1|0|67484.16|0
-|15654183|738|France|Female|26|3|0.0|2|1|0|67484.16|0
-|15609899|548|Spain|Male|37|4|0.0|1|1|0|121763.68|0
-|15747323|535|Spain|Male|48|9|109472.47|1|1|0|157358.43|1
-|15582591|615|Spain|Male|59|4|155766.05|1|1|1|110275.17|0
-|15738835|850|Germany|Male|38|7|101985.81|2|0|0|43801.27|0
-|15782404|487|France|Female|34|2|96019.5|1|0|0|9085.0|0
-|15697480|731|France|Male|30|7|0.0|2|0|1|143086.09|0
-|15697045|726|Spain|Female|35|9|0.0|2|0|1|100556.98|0
-|15781234|609|France|Female|35|2|147900.43|1|1|0|140000.29|0
-|15781234|609|France|Female|35|2|147900.43|1|1|0|140000.29|0
-|15579891|714|France|Male|52|4|100755.66|1|1|1|186775.25|0
-|15805690|694|Spain|Female|35|7|0.0|1|1|0|133570.43|1
-|15612139|786|France|Female|33|0|83036.05|1|0|1|154990.58|1
-|15568834|698|Spain|Male|27|6|125427.37|2|0|0|27654.44|0
-|15709917|601|France|Female|46|3|98202.76|1|0|0|137763.93|0
-|15718843|769|Spain|Male|41|1|72509.91|1|1|0|25723.73|0
-|15799494|850|Germany|Male|44|3|140393.65|2|0|1|186285.52|0
-|15673439|646|Spain|Female|50|5|142644.64|2|1|1|142208.5|1
-|15669011|659|France|Female|44|9|23503.31|1|0|1|169862.01|1
-|15581388|487|Spain|Male|33|8|145729.71|1|1|0|41365.85|0
-|15743153|740|Germany|Female|40|2|122295.17|2|1|1|30812.84|0
-|15579787|686|France|Male|39|4|0.0|2|1|0|155023.93|0
-|15759966|612|Spain|Female|36|5|119799.27|2|1|0|159416.58|0
-|15601045|655|Spain|Male|37|8|163708.58|2|0|0|76259.23|0
-|15764021|617|France|Male|34|1|61687.33|2|1|0|105965.25|0
-|15687218|674|France|Female|27|4|79144.34|1|0|1|50743.83|0
-|15626452|711|Spain|Male|32|5|0.0|2|1|1|147720.27|0
-|15700964|624|Germany|Female|27|7|104848.68|1|1|1|167387.36|0
-|15768887|597|Spain|Male|26|5|0.0|2|0|1|95159.13|0
-|15735358|682|Spain|Male|46|4|0.0|1|1|1|4654.28|0
-|15749472|775|France|Male|45|8|0.0|1|1|0|130376.68|0
-|15685872|727|France|Female|29|1|146652.01|1|1|1|173486.39|0
-|15760851|629|France|Male|31|6|0.0|2|1|0|93881.75|0
-|15734588|684|France|Male|46|0|0.0|2|1|1|36376.97|0
-|15784594|549|Germany|Female|37|1|130622.34|2|1|1|128499.94|0
-|15606435|593|Germany|Male|69|2|187013.13|2|0|1|105898.69|0
-|15790247|536|Spain|Male|40|9|0.0|2|1|1|11959.03|0
-|15676433|707|France|Female|36|6|0.0|1|0|0|98810.78|0
-|15625905|592|Spain|Male|41|0|0.0|2|1|0|65906.07|0
-|15626414|703|France|Male|44|6|98862.54|1|1|0|151516.7|0
-|15623220|723|Spain|Female|45|4|0.0|2|1|0|37214.39|0
-|15752857|452|Germany|Male|52|1|98443.14|2|0|0|92033.98|0
-|15677908|552|Spain|Male|42|4|0.0|2|0|0|195692.3|0
-|15773013|633|France|Female|47|0|0.0|1|1|1|6342.84|1
-|15623972|479|Germany|Female|23|9|123575.51|1|0|1|95148.28|0
-|15738627|768|France|Male|25|6|0.0|2|1|1|21215.67|0
-|15643392|742|France|Male|31|4|105239.1|1|1|1|19700.24|0
-|15684868|668|Germany|Male|56|9|110993.79|1|1|0|134396.64|1
-|15627854|707|Spain|Male|44|3|0.0|2|1|1|135077.01|0
-|15669253|754|Spain|Male|39|7|157691.98|2|1|0|133600.89|1
-|15758023|544|Germany|Male|47|5|105245.21|1|0|0|99922.08|1
-|15574558|718|Spain|Male|32|8|0.0|2|1|1|41399.33|0
-|15635256|762|France|Male|31|7|117687.35|1|1|1|159344.43|0
-|15680399|772|France|Male|23|2|0.0|2|1|0|18364.19|0
-|15674720|691|Germany|Female|37|7|123067.63|1|1|1|98162.44|1
-|15580249|502|France|Male|45|0|0.0|1|0|0|84663.21|0
-|15675431|563|France|Female|34|6|0.0|2|0|0|36536.93|0
-|15698285|676|France|Female|41|4|101457.14|1|1|1|79101.67|0
-|15810775|576|Spain|Male|52|2|100549.43|2|1|1|16644.16|0
-|15678173|629|Spain|Male|35|4|174588.8|2|0|1|158420.14|0
-|15665222|625|Spain|Male|52|8|121161.57|1|1|0|48988.28|0
-|15803908|628|France|Male|45|9|0.0|2|1|1|96862.56|0
-|15586039|471|Germany|Female|36|5|90063.74|2|1|1|96366.7|0
-|15802570|811|France|Female|45|5|0.0|2|1|1|146123.19|0
-|15781451|504|France|Male|42|3|134936.97|2|0|0|135178.91|0
-|15721019|687|France|Female|24|3|110495.27|1|1|0|158615.41|0
-|15738588|660|Germany|Female|37|2|133200.09|1|0|0|71433.88|0
-|15730657|548|France|Female|41|4|82596.8|1|0|1|55672.09|0
-|15739292|609|Germany|Male|31|9|103837.75|1|1|1|150218.11|0
-|15725945|659|Spain|Female|42|2|0.0|1|0|0|162734.31|1
-|15813159|526|France|Male|52|8|93590.47|1|0|1|21228.71|1
-|15636820|725|Germany|Male|40|8|104149.66|1|1|0|62027.9|0
-|15603880|519|Germany|Male|38|1|114141.64|1|1|1|60988.21|1
-|15619494|562|Germany|Female|31|9|117153.0|1|1|1|108675.01|0
-|15596992|482|Germany|Male|45|7|156353.46|1|1|0|72643.95|1
-|15735025|535|Spain|Male|37|3|175534.78|2|1|1|9241.52|0
-|15730759|561|France|Female|27|9|135637.0|1|1|0|153080.4|1
-|15752912|661|France|Female|30|7|0.0|2|1|0|72196.57|0
-|15711316|771|France|Male|27|2|0.0|2|1|1|199527.34|0
-|15738785|545|France|Male|26|7|0.0|2|0|1|156598.23|0
-|15777896|850|Germany|Female|33|2|83415.04|1|0|1|74917.64|0
-|15628963|601|Germany|Male|43|3|141859.12|2|1|1|111249.62|0
-|15742126|712|Germany|Male|38|7|132767.66|2|1|1|59115.77|0
-|15575623|589|France|Female|31|10|110635.32|1|1|0|148218.86|0
-|15741652|600|Spain|Male|37|8|177657.35|1|1|1|77142.32|0
-|15738884|642|Germany|Male|41|4|157777.58|1|1|0|67484.6|0
-|15615050|575|Germany|Male|47|9|107915.94|2|1|1|63452.18|1
-|15803005|570|Germany|Female|57|5|86568.75|1|0|1|103660.31|0
-|15743498|532|Germany|Male|52|9|137755.76|1|1|0|163191.99|1
-|15720463|796|France|Male|30|2|137262.71|2|1|0|62905.29|0
-|15588695|833|Spain|Male|32|6|0.0|1|1|1|44323.22|1
-|15665802|642|Spain|Female|36|6|0.0|2|1|1|97938.59|0
-|15571144|655|France|Male|28|10|0.0|2|0|1|126565.21|0
-|15750731|736|Germany|Male|50|9|116309.01|1|1|0|185360.4|1
-|15605134|617|France|Female|34|0|131244.65|2|1|0|183229.02|0
-|15626044|762|Germany|Male|28|3|125155.83|2|1|1|106024.02|0
-|15737910|703|Germany|Male|35|5|140691.08|2|1|0|167810.26|0
-|15761076|507|France|Male|41|3|58820.32|2|1|1|138536.09|0
-|15710105|581|Germany|Female|26|3|105099.45|1|1|1|184520.0|1
-|15577402|593|France|Male|31|9|0.0|2|0|1|20492.16|0
-|15803337|648|France|Male|23|9|168372.52|1|1|0|134676.72|0
-|15654372|462|Germany|Male|34|1|94682.56|2|1|0|138478.2|0
-|15585867|596|Spain|Male|36|2|0.0|2|0|1|125557.95|0
-|15662488|627|France|Female|44|5|0.0|2|1|0|82969.61|1
-|15604813|494|France|Male|40|7|0.0|2|0|1|158071.69|0
-|15611644|627|France|Male|73|0|146329.73|1|0|1|43615.67|0
-|15674928|850|Spain|Male|37|2|0.0|2|1|0|119969.99|0
-|15656100|632|France|Female|49|5|167962.7|1|0|0|140201.21|0
-|15764293|490|France|Male|33|1|0.0|2|1|1|80792.83|0
-|15636423|715|France|Male|40|7|0.0|1|1|1|141359.11|0
-|15607629|679|France|Male|48|8|0.0|2|1|0|23344.94|0
-|15577313|619|France|Male|44|3|116967.68|1|1|0|5075.17|1
-|15714493|465|Spain|Female|33|6|0.0|2|1|1|95500.98|0
-|15643359|736|Spain|Male|32|7|0.0|1|0|1|79082.62|0
-|15687913|501|Germany|Female|34|7|93244.42|1|0|1|199805.63|0
-|15790935|535|France|Female|29|5|0.0|2|0|1|52709.55|0
-|15708693|759|France|Female|33|2|0.0|2|1|0|56583.88|0
-|15672016|819|France|Male|35|1|0.0|2|0|1|3385.04|0
-|15727605|533|Germany|Male|43|4|80442.06|2|0|1|12537.42|0
-|15651144|632|Germany|Female|35|2|150561.03|2|0|0|64722.61|0
-|15749401|686|France|Male|60|9|0.0|3|1|1|75246.21|1
-|15691874|687|France|Female|34|9|125474.44|1|1|0|198929.84|0
-|15620735|667|Germany|Female|33|4|127076.68|2|1|0|69011.66|0
-|15769781|699|Spain|Female|25|8|0.0|2|1|1|52404.47|0
-|15624611|497|Spain|Male|37|8|128650.11|2|1|1|163641.53|0
-|15773071|780|Spain|Female|33|6|145580.61|1|1|1|154598.56|0
-|15720371|652|France|Female|51|3|0.0|1|1|0|173989.47|1
-|15717984|477|France|Male|47|9|144900.58|1|1|0|61315.37|1
-|15806407|652|France|Female|37|4|0.0|2|1|0|143393.24|0
-|15785042|488|France|Female|31|8|97588.6|1|0|0|124210.53|0
-|15809302|572|France|Male|24|1|0.0|2|1|1|151460.84|0
-|15677550|755|France|Female|38|1|0.0|2|1|0|20734.81|0
-|15654096|779|Germany|Female|24|10|122200.31|2|1|0|43705.56|0
-|15617320|693|Spain|Female|46|3|151709.33|1|1|0|180736.24|0
-|15653065|530|Spain|Female|22|7|0.0|2|1|0|104170.48|0
-|15649112|738|Spain|Female|33|3|122134.4|2|0|1|27867.59|0
-|15690526|690|Germany|Male|31|2|137260.45|2|1|0|55387.28|0
-|15806945|611|France|Female|30|9|88594.14|1|1|0|196332.45|0
-|15670066|643|Spain|Male|34|6|0.0|2|1|1|116046.22|0
-|15625761|632|Germany|Male|41|8|127205.32|4|1|0|93874.87|1
-|15761525|727|Spain|Female|31|10|96997.09|2|0|0|76614.04|0
-|15735080|508|France|Female|64|2|0.0|1|1|1|6076.62|0
-|15619537|550|France|Male|31|5|142200.19|2|1|1|122221.71|0
-|15598162|754|Germany|Female|39|3|160761.41|1|1|1|24156.03|0
-|15694300|759|France|Male|26|4|0.0|2|1|0|135394.62|0
-|15637235|794|Spain|Male|33|8|0.0|2|0|0|91340.02|0
-|15612444|549|France|Male|29|3|0.0|2|1|0|146090.38|0
-|15626457|671|France|Male|31|0|116234.61|1|1|0|172096.08|0
-|15627995|756|Germany|Female|26|5|155143.52|1|0|1|135034.57|1
-|15706128|632|France|Female|21|1|0.0|2|1|0|84008.66|0
-|15666430|579|France|Male|38|8|0.0|2|0|0|91763.67|0
-|15627385|748|France|Male|34|5|84009.47|1|1|1|137001.1|0
-|15581323|488|Germany|Female|28|7|139246.22|2|1|0|106799.49|0
