num_kids|customer_id|credit_score|country|gender|age|tenure|balance|products_number|credit_card|active_member|estimated_salary|churn
-|15600692|520|France|Male|38|5|0.0|2|1|0|163185.76|0
-|15792064|545|Germany|Male|53|5|114421.55|1|1|0|180598.28|1
-|15811486|634|Germany|Female|29|8|130036.21|2|0|1|69849.55|0
-|15626141|750|France|Female|26|1|151510.17|2|1|1|19921.72|0
-|15738546|530|Spain|Female|41|4|0.0|2|0|1|147606.71|0
-|15677052|589|France|Female|59|2|0.0|2|1|1|126160.24|1
-|15656454|654|France|Male|37|6|83568.55|1|1|0|47046.72|0
-|15645496|648|France|Female|43|7|139972.18|1|1|0|143668.58|0
-|15612505|835|Spain|Male|45|3|100212.13|1|1|0|152577.62|0
-|15708513|446|France|Female|39|1|90217.07|1|1|0|191350.48|0
-|15685654|514|Spain|Male|66|9|0.0|2|1|1|14234.31|0
-|15732307|694|Germany|Male|33|4|124067.32|1|1|1|77906.87|0
-|15726814|554|Spain|Male|46|4|0.0|2|0|1|57320.92|0
-|15653776|720|Germany|Female|57|1|162082.31|4|0|0|27145.73|1
-|15597914|641|Germany|Female|51|2|117306.69|4|1|1|26912.72|1
-|15597914|641|Germany|Female|51|2|117306.69|4|1|1|26912.72|1
-|15631603|813|France|Male|32|1|122889.88|1|1|1|26476.18|0
-|15789753|480|France|Male|40|6|148790.61|1|0|1|79329.7|0
-|15678034|811|France|Male|46|9|180226.24|1|1|0|13464.64|1
-|15690209|715|Germany|Female|32|3|104857.19|2|1|0|114149.8|0
-|15592091|620|Spain|Male|31|2|166833.86|2|1|1|135171.6|0
-|15647453|721|France|Male|42|4|102936.72|1|0|0|1187.88|0
-|15697100|772|Germany|Female|48|6|108736.52|1|1|0|184564.67|1
-|15811290|680|Germany|Male|44|0|129974.79|2|1|1|33391.38|0
-|15629187|535|France|Male|38|8|85982.07|1|1|0|9238.35|0
-|15629187|535|France|Male|38|8|85982.07|1|1|0|9238.35|0
-|15758073|655|France|Female|20|7|134397.61|1|0|0|28029.54|0
-|15640769|660|France|Male|63|8|137841.53|1|1|1|42790.29|0
-|15606641|762|Germany|Male|56|10|100260.88|3|1|1|77142.42|1
-|15718280|662|Germany|Male|39|5|139822.11|2|1|1|146219.9|0
-|15764335|463|Germany|Female|41|8|123151.51|2|1|0|70127.93|0
-|15634218|501|Germany|Male|27|4|95331.83|2|1|0|132104.76|0
-|15808760|603|Spain|Female|42|6|0.0|1|1|1|90437.87|0
-|15648461|688|Spain|Male|37|7|138162.41|2|1|1|113926.31|0
-|15593555|430|France|Male|38|9|0.0|2|1|1|12050.77|0
-|15569079|632|Germany|Male|48|6|126066.26|1|1|0|64345.61|1
-|15800736|601|Spain|Female|42|4|96763.89|1|1|1|199242.65|0
-|15792607|769|France|Female|38|2|0.0|2|0|0|75578.67|0
-|15640034|551|France|Male|42|2|139561.46|1|1|0|43435.43|1
-|15807563|841|France|Female|52|5|0.0|1|0|0|183239.71|1
-|15684461|469|Spain|Female|31|6|0.0|1|1|0|146213.75|1
-|15580134|479|Spain|Male|27|2|172463.45|1|1|1|40315.27|0
-|15679075|701|France|Male|37|8|107798.85|1|1|0|16966.73|0
-|15742504|593|France|Male|36|2|70181.48|2|1|0|80608.12|0
-|15567328|738|Spain|Male|38|5|177997.07|1|0|1|19233.41|0
-|15698294|635|Spain|Male|31|1|0.0|2|1|0|135382.23|0
-|15607142|658|France|Male|32|8|0.0|1|1|1|80410.68|0
-|15738516|687|Spain|Female|36|5|0.0|1|1|0|17696.22|0
-|15806403|650|France|Male|37|9|0.0|2|1|0|17974.08|0
-|15656707|720|Spain|Male|21|2|123200.78|1|1|1|180712.28|0
-|15653715|602|France|Female|63|7|0.0|2|1|1|56323.21|0
-|15806184|618|Spain|Male|33|4|0.0|2|1|1|77550.18|0
-|15585734|803|Germany|Male|41|9|137742.9|2|1|1|166957.82|0
-|15725639|793|France|Female|63|9|116270.72|1|1|1|184243.25|0
-|15618401|616|Germany|Male|41|10|113220.2|2|1|1|114072.91|0
-|15785385|550|Spain|Male|51|5|0.0|2|1|0|153917.41|0
-|15734762|602|France|Female|56|3|115895.22|3|1|0|4176.17|1
-|15767129|452|France|Female|60|6|121730.49|1|1|1|142963.29|0
-|15797204|655|Spain|Female|28|3|113811.85|2|0|1|76844.23|0
-|15769272|510|France|Female|26|6|136214.08|1|0|0|159742.33|0
-|15771966|557|France|Male|39|8|146200.01|1|1|0|177944.64|0
-|15691952|676|France|Male|37|10|106242.67|1|1|1|166678.28|0
-|15593250|640|France|Female|29|4|0.0|2|1|0|44904.26|0
-|15605333|529|Spain|Male|31|6|0.0|1|1|0|10625.91|0
-|15800083|559|France|Male|45|8|24043.45|1|0|1|169781.45|1
-|15575691|689|France|Female|58|5|0.0|2|0|1|49848.86|0
-|15689886|626|Germany|Male|39|10|132287.92|3|1|1|51467.92|1
-|15809838|697|Spain|Male|30|1|0.0|2|0|0|735.79|0
-|15736154|823|France|Female|44|1|0.0|2|0|1|182495.7|0
-|15767391|565|Germany|Female|32|4|90322.99|2|0|1|118740.37|0
-|15704910|631|Spain|Male|23|3|0.0|2|1|0|13813.24|0
-|15656613|646|France|Female|34|3|131283.11|1|0|0|130500.65|0
-|15611551|676|Spain|Male|48|1|131659.59|2|0|1|14152.15|0
-|15732430|850|Spain|Female|54|4|120952.74|1|1|0|66963.15|0
-|15741865|810|France|Female|38|9|153166.17|1|1|1|93261.69|0
-|15634143|581|Spain|Male|30|0|53291.86|1|0|0|196582.28|0
-|15609676|718|France|Female|35|2|167924.95|1|1|0|43024.64|0
-|15761600|713|France|Male|43|5|86394.14|1|1|1|130001.13|0
-|15676404|672|France|Female|50|1|0.0|1|1|0|12106.82|1
-|15659236|781|Spain|Male|33|3|0.0|2|1|1|42556.33|0
-|15690440|656|Spain|Male|47|1|0.0|2|1|1|197961.93|0
-|15694601|583|France|Female|31|4|158978.79|1|1|0|12538.92|0
-|15812262|808|Germany|Female|37|2|100431.84|1|1|0|35140.49|1
-|15762821|721|Spain|Male|33|5|0.0|2|0|1|117626.9|0
-|15669301|778|Germany|Female|29|6|150358.97|1|1|0|62454.01|1
-|15672640|850|Spain|Female|45|4|114347.85|2|1|1|109089.04|0
-|15750458|693|France|Female|39|4|0.0|2|0|1|142331.39|0
-|15627251|520|France|Male|34|4|134007.9|1|1|1|193209.11|0
-|15764294|759|Germany|Male|31|4|98899.91|1|1|1|47832.82|0
-|15659962|637|France|Male|60|3|0.0|2|1|1|70174.03|0
-|15788536|755|Germany|Male|40|2|137430.82|2|0|0|176768.59|0
-|15596979|662|France|Female|47|6|0.0|2|1|1|129392.75|0
-|15681220|503|France|Female|37|8|0.0|2|1|1|97893.32|0
-|15635097|599|Germany|Male|39|2|188976.89|2|0|1|176142.09|0
-|15780779|583|Spain|Female|40|4|0.0|2|1|0|114093.73|0
-|15798470|764|Spain|Female|48|1|75990.97|1|1|0|158323.81|1
-|15760880|513|France|Male|29|10|0.0|2|0|1|25514.77|0
-|15616929|730|Spain|Male|62|5|112181.08|1|0|1|61513.87|0
-|15758775|820|Spain|Male|34|10|97208.46|1|1|1|59553.34|0
-|15663386|597|Spain|Female|26|7|0.0|2|1|0|110253.2|0
-|15621267|637|France|Male|32|5|0.0|1|0|0|148769.08|0
-|15720509|696|France|Male|34|9|150856.79|1|0|1|8236.78|0
-|15693322|635|Germany|Female|37|9|146748.07|1|0|1|11407.58|0
-|15589544|673|Spain|Female|57|4|0.0|2|1|1|49684.09|0
-|15772030|662|Spain|Male|33|3|0.0|2|0|1|68064.83|0
-|15693337|683|Spain|Male|41|0|148863.17|1|1|1|163911.32|0
-|15676571|850|France|Male|55|6|0.0|1|1|0|944.41|1
-|15701392|815|Spain|Male|28|6|0.0|2|0|1|185547.71|0
-|15741092|671|Spain|Male|34|10|153360.02|1|1|0|140509.86|0
-|15643865|601|France|Female|40|3|92055.36|1|0|1|164652.02|1
